query name	subject	percent identities	aligned length	number of mismatched positions	number of gap positions	query sequence start	query sequence end	subject sequence start	subject sequence end	e-value	bit score
A_07_P005476	ECs4648	100.00	60	0	0	1	60	394	453	5e-28	119
A_07_P016432	ECs0591	96.43	56	2	0	2	57	574	629	7e-21	95.6
A_07_P016951	ECs4478	100.00	52	0	0	1	52	161	212	3e-23	103
A_07_P049712	ECs4564	100.00	60	0	0	1	60	434	493	5e-28	119
A_07_P044454	ECs2473	100.00	60	0	0	1	60	381	440	5e-28	119
A_07_P035924	ECs0190	91.67	60	5	0	1	60	515	574	4e-16	79.8
A_07_P009932	ECs0714	100.00	60	0	0	1	60	103	162	5e-28	119
A_07_P053361	ECs3261	100.00	60	0	0	1	60	602	661	5e-28	119
A_07_P047616	ECs1946	98.04	51	1	0	10	60	564	614	3e-20	93.7
A_07_P050208	ECs1085	100.00	60	0	0	1	60	737	796	5e-28	119
A_07_P012843	ECs4148	100.00	60	0	0	1	60	200	259	5e-28	119
A_07_P056055	ECs3610	100.00	60	0	0	1	60	123	182	5e-28	119
A_07_P049860	ECs4601	100.00	60	0	0	1	60	933	992	5e-28	119
A_07_P049322	ECs0226	100.00	60	0	0	1	60	358	417	5e-28	119
A_07_P049472	ECs4430	100.00	60	0	0	1	60	541	600	5e-28	119
A_07_P053777	ECs2789	100.00	60	0	0	1	60	121	180	5e-28	119
A_07_P045415	ECs3002	100.00	60	0	0	1	60	108	167	5e-28	119
A_07_P019485	ECs4870	98.33	60	1	0	1	60	805	864	1e-25	111
A_07_P060196	ECs4502	100.00	60	0	0	1	60	799	858	5e-28	119
A_07_P054304	ECs2100	100.00	60	0	0	1	60	2149	2208	5e-28	119
A_07_P032198	ECs3018	100.00	52	0	0	9	60	316	367	3e-23	103
A_07_P059850	ECs4286	100.00	60	0	0	1	60	309	368	5e-28	119
A_07_P011257	ECs5086	96.67	60	2	0	1	60	223	282	3e-23	103
A_07_P002432	ECs0096	100.00	60	0	0	1	60	607	666	5e-28	119
A_07_P005999	ECs3660	98.33	60	1	0	1	60	584	643	1e-25	111
A_07_P051160	ECs2254	100.00	60	0	0	1	60	206	265	5e-28	119
A_07_P043596	ECs0332	100.00	60	0	0	1	60	821	880	5e-28	119
A_07_P019588	ECs3403	98.33	60	1	0	1	60	448	507	1e-25	111
A_07_P000870	ECs3105	100.00	60	0	0	1	60	2586	2645	5e-28	119
A_07_P015689	ECs2508	100.00	60	0	0	1	60	856	915	5e-28	119
A_07_P036537	ECs2804	98.33	60	1	0	1	60	6	65	1e-25	111
A_07_P005381	ECs1372	98.28	58	1	0	1	58	443	500	2e-24	107
A_07_P021491	ECs0530	100.00	60	0	0	1	60	1192	1251	5e-28	119
A_07_P005475	ECs4647	100.00	60	0	0	1	60	1063	1122	5e-28	119
A_07_P045982	ECs4150	100.00	60	0	0	1	60	101	160	5e-28	119
A_07_P052163	ECs4293	100.00	60	0	0	1	60	1157	1216	5e-28	119
A_07_P012252	ECs3906	100.00	60	0	0	1	60	299	358	5e-28	119
A_07_P010789	ECs0018	100.00	60	0	0	1	60	747	806	5e-28	119
A_07_P046232	ECs4350	100.00	60	0	0	1	60	339	398	5e-28	119
A_07_P034542	ECs4304	93.33	60	4	0	1	60	439	498	2e-18	87.7
A_07_P003998	ECs1373	100.00	60	0	0	1	60	119	178	5e-28	119
A_07_P055898	ECs3500	100.00	60	0	0	1	60	372	431	5e-28	119
A_07_P062053	ECs1185	100.00	60	0	0	1	60	195	254	5e-28	119
A_07_P044110	ECs5432	100.00	60	0	0	1	60	54	113	5e-28	119
A_07_P008575	ECs4905	100.00	60	0	0	1	60	446	505	5e-28	119
A_07_P006169	ECs3694	100.00	60	0	0	1	60	752	811	5e-28	119
A_07_P062796	ECs2582	100.00	60	0	0	1	60	2054	2113	5e-28	119
A_07_P034061	ECs3982	100.00	60	0	0	1	60	6	65	5e-28	119
A_07_P009690	ECs0663	100.00	60	0	0	1	60	193	252	5e-28	119
A_07_P046886	ECs1350	100.00	60	0	0	1	60	998	1057	5e-28	119
A_07_P010863	ECs0038	98.31	59	1	0	1	59	481	539	5e-25	109
A_07_P013229	ECs3305	98.21	56	1	0	1	56	94	149	3e-23	103
A_07_P005253	ECs1045	100.00	60	0	0	1	60	300	359	5e-28	119
A_07_P004438	ECs0875	100.00	60	0	0	1	60	1048	1107	5e-28	119
A_07_P043833	ECs0454	100.00	60	0	0	1	60	1362	1421	5e-28	119
A_07_P008923	ECs5038	100.00	60	0	0	1	60	236	295	5e-28	119
A_07_P058792	ECs1993	100.00	60	0	0	1	60	227	286	5e-28	119
A_07_P005607	ECs4679	100.00	60	0	0	1	60	129	188	5e-28	119
A_07_P063243	ECs2515	100.00	60	0	0	1	60	400	459	5e-28	119
A_07_P055993	ECs3569	100.00	60	0	0	1	60	114	173	5e-28	119
A_07_P055718	ECs2891	100.00	60	0	0	1	60	222	281	5e-28	119
A_07_P054550	ECs2196	100.00	60	0	0	1	60	85	144	5e-28	119
A_07_P052812	ECs2956	100.00	60	0	0	1	60	6	65	5e-28	119
A_07_P038617	ECs1646	93.33	60	4	0	1	60	415	474	2e-18	87.7
A_07_P059069	hlyB	100.00	60	0	0	1	60	1852	1911	5e-28	119
A_07_P018221	ECs4288	98.33	60	1	0	1	60	177	236	1e-25	111
A_07_P031951	ECs2803	96.49	57	2	0	4	60	175	231	2e-21	97.6
A_07_P033958	ECs5411	100.00	60	0	0	1	60	172	113	5e-28	119
A_07_P034083	ECs3995	98.33	60	1	0	1	60	1126	1185	1e-25	111
A_07_P057462	ECs4569	100.00	60	0	0	1	60	1950	2009	5e-28	119
A_07_P030666	ECs3589	91.53	59	5	0	1	59	2026	2084	2e-15	77.8
A_07_P054542	ECs2195	100.00	60	0	0	1	60	439	498	5e-28	119
A_07_P043574	ECs0324	100.00	60	0	0	1	60	468	527	5e-28	119
A_07_P006820	ECs3515	98.33	60	1	0	1	60	4554	4613	1e-25	111
A_07_P015065	ECs2679	100.00	60	0	0	1	60	415	474	5e-28	119
A_07_P045943	ECs4045	100.00	60	0	0	1	60	1587	1646	5e-28	119
A_07_P007692	ECs4438	100.00	60	0	0	1	60	908	967	5e-28	119
A_07_P050071	ECs1393	100.00	60	0	0	1	60	207	266	5e-28	119
A_07_P049655	ECs4552	100.00	60	0	0	1	60	39	98	5e-28	119
A_07_P008720	ECs4933	98.33	60	1	0	1	60	1191	1250	1e-25	111
A_07_P041102	ECs1483	98.21	56	1	0	2	57	400	455	3e-23	103
A_07_P062712	ECs1344	100.00	60	0	0	1	60	1146	1205	5e-28	119
A_07_P044476	ECs2495	100.00	60	0	0	1	60	1182	1241	5e-28	119
A_07_P054478	ECs2180	100.00	60	0	0	1	60	155	214	5e-28	119
A_07_P055600	ECs2838	100.00	60	0	0	1	60	751	810	5e-28	119
A_07_P009001	ECs5054	100.00	60	0	0	1	60	235	294	5e-28	119
A_07_P053518	ECs0239	100.00	60	0	0	1	60	45	104	5e-28	119
A_07_P058326	ECs2248	100.00	60	0	0	1	60	2488	2547	5e-28	119
A_07_P014505	ECs1881	98.33	60	1	0	1	60	262	321	1e-25	111
A_07_P001254	ECs5596	100.00	58	0	0	1	58	482	539	8e-27	115
A_07_P019657	ECs3417	96.67	60	2	0	1	60	471	530	3e-23	103
A_07_P032512	ECs3229	100.00	60	0	0	1	60	695	754	5e-28	119
A_07_P044861	ECs2756	100.00	60	0	0	1	60	490	549	5e-28	119
A_07_P061196	ECs1649	100.00	60	0	0	1	60	132	191	5e-28	119
A_07_P062596	ECs1321	100.00	60	0	0	1	60	685	744	5e-28	119
A_07_P000390	ECs4011	98.33	60	1	0	1	60	304	363	1e-25	111
A_07_P017795	ECs4204	100.00	60	0	0	1	60	896	955	5e-28	119
A_07_P005634	ECs4684	98.33	60	1	0	1	60	341	400	1e-25	111
A_07_P005861	ECs4729	100.00	60	0	0	1	60	1261	1320	5e-28	119
A_07_P052725	ECs3371	100.00	60	0	0	1	60	1215	1274	5e-28	119
A_07_P019432	ECs4858	100.00	60	0	0	1	60	1246	1305	5e-28	119
A_07_P021074	ECs0442	91.67	60	5	0	1	60	170	229	4e-16	79.8
A_07_P017987	ECs4234	100.00	60	0	0	1	60	30	89	5e-28	119
A_07_P001077	ECs3146	96.67	60	2	0	1	60	191	250	3e-23	103
A_07_P021194	ECs0469	100.00	60	0	0	1	60	86	145	5e-28	119
A_07_P050458	ECs1597	100.00	60	0	0	1	60	112	171	5e-28	119
A_07_P041940	ECs4737	93.33	60	4	0	1	60	113	54	2e-18	87.7
A_07_P054944	ECs2481	100.00	60	0	0	1	60	765	824	5e-28	119
A_07_P035221	ECs2464	96.67	60	2	0	1	60	417	476	3e-23	103
A_07_P057431	ECs4563	100.00	60	0	0	1	60	75	134	5e-28	119
A_07_P057971	ECs4940	100.00	60	0	0	1	60	75	134	5e-28	119
A_07_P006505	ECs3778	98.25	57	1	0	4	60	898	954	7e-24	105
A_07_P011887	ECs3825	100.00	52	0	0	9	60	364	415	3e-23	103
A_07_P042642	ECs3216	100.00	60	0	0	1	60	783	842	5e-28	119
A_07_P034300	ECs4178	100.00	60	0	0	1	60	314	255	5e-28	119
A_07_P002077	ECs3582	100.00	60	0	0	1	60	95	154	5e-28	119
A_07_P019639	ECs3413	96.67	60	2	0	1	60	906	965	3e-23	103
A_07_P013570	ECs3364	100.00	60	0	0	1	60	1417	1476	5e-28	119
A_07_P037512	ECs5004	100.00	60	0	0	1	60	896	955	5e-28	119
A_07_P041375	ECs4914	98.33	60	1	0	1	60	18	77	1e-25	111
A_07_P009578	ECs2103	100.00	60	0	0	1	60	1652	1711	5e-28	119
A_07_P042666	ECs3221	100.00	60	0	0	1	60	2512	2571	5e-28	119
A_07_P038748	ECs1696	98.33	60	1	0	1	60	567	626	1e-25	111
A_07_P011443	ECs5123	100.00	60	0	0	1	60	230	289	5e-28	119
A_07_P053938	ECs0391	100.00	60	0	0	1	60	463	522	5e-28	119
A_07_P005192	ECs1033	100.00	60	0	0	1	60	1649	1708	5e-28	119
A_07_P058825	ECs2004	100.00	60	0	0	1	60	127	186	5e-28	119
A_07_P013032	ECs4186	100.00	60	0	0	1	60	5	64	5e-28	119
A_07_P008611	ECs4913	94.34	53	3	0	1	53	238	290	1e-16	81.8
A_07_P013571	ECs3365	98.33	60	1	0	1	60	2170	2229	1e-25	111
A_07_P041538	ECs0580	98.33	60	1	0	1	60	1505	1564	1e-25	111
A_07_P054936	lcl|NC_002128.1_gene_79	100.00	60	0	0	1	60	583	642	5e-28	119
A_07_P059494	ECs0144	100.00	60	0	0	1	60	507	566	5e-28	119
A_07_P011925	ECs3832	98.33	60	1	0	1	60	929	988	1e-25	111
A_07_P053623	ECs0285	100.00	60	0	0	1	60	514	573	5e-28	119
A_07_P015792	ECs2530	98.21	56	1	0	1	56	382	437	3e-23	103
A_07_P001544	ECs1446	100.00	60	0	0	1	60	425	484	5e-28	119
A_07_P047146	ECs5565	100.00	60	0	0	1	60	213	272	5e-28	119
A_07_P007171	ECs1747	100.00	60	0	0	1	60	645	704	5e-28	119
A_07_P057399	ECs4556	100.00	60	0	0	1	60	357	416	5e-28	119
A_07_P053491	ECs3442	100.00	60	0	0	1	60	1083	1142	5e-28	119
A_07_P020896	ECs0409	100.00	60	0	0	1	60	294	353	5e-28	119
A_07_P019267	ECs4824	100.00	60	0	0	1	60	353	412	5e-28	119
A_07_P063569	ECs4391	100.00	60	0	0	1	60	191	250	5e-28	119
A_07_P046961	ECs1370	100.00	60	0	0	1	60	391	450	5e-28	119
A_07_P010088	ECs0739	98.33	60	1	0	1	60	161	220	1e-25	111
A_07_P012861	ECs4151	100.00	60	0	0	1	60	620	679	5e-28	119
A_07_P008225	ECs0344	100.00	60	0	0	1	60	340	399	5e-28	119
A_07_P003076	ECs2865	100.00	60	0	0	1	60	2103	2162	5e-28	119
A_07_P058316	ECs2250	100.00	60	0	0	1	60	1208	1267	5e-28	119
A_07_P041021	ECs2732	100.00	51	0	0	1	51	1355	1405	1e-22	101
A_07_P047252	ECs5004	100.00	60	0	0	1	60	896	955	5e-28	119
A_07_P010083	ECs0738	96.67	60	2	0	1	60	141	200	3e-23	103
A_07_P062845	ECs4095	100.00	60	0	0	1	60	235	294	5e-28	119
A_07_P042055	ECs5159	98.25	57	1	0	1	57	537	593	7e-24	105
A_07_P018676	ECs2432	100.00	60	0	0	1	60	476	535	5e-28	119
A_07_P016121	ECs2599	100.00	60	0	0	1	60	414	473	5e-28	119
A_07_P056433	ECs3858	100.00	60	0	0	1	60	575	634	5e-28	119
A_07_P002988	ECs0208	100.00	60	0	0	1	60	396	455	5e-28	119
A_07_P013807	ECs3188	96.67	60	2	0	1	60	583	642	3e-23	103
A_07_P058932	ECs2913	100.00	60	0	0	1	60	280	339	5e-28	119
A_07_P049928	ECs4653	100.00	60	0	0	1	60	2335	2394	5e-28	119
A_07_P006300	ECs3739	100.00	60	0	0	1	60	1597	1656	5e-28	119
A_07_P007442	ECs4373	96.67	60	2	0	1	60	13	72	3e-23	103
A_07_P044772	ECs2952	100.00	60	0	0	1	60	619	678	5e-28	119
A_07_P047774	ECs2204	100.00	60	0	0	1	60	20	79	5e-28	119
A_07_P000598	ECs4056	100.00	60	0	0	1	60	572	631	5e-28	119
A_07_P039449	ECs4862	96.36	55	2	0	6	60	2137	2191	3e-20	93.7
A_07_P007380	ECs4361	96.67	60	2	0	1	60	1446	1505	3e-23	103
A_07_P059149	lcl|NC_002128.1_gene_40	100.00	60	0	0	1	60	200	259	5e-28	119
A_07_P005240	ECs1042	100.00	60	0	0	1	60	448	507	5e-28	119
A_07_P049062	lcl|NC_002128.1_gene_60	100.00	60	0	0	1	60	363	422	5e-28	119
A_07_P010230	ECs0777	100.00	60	0	0	1	60	554	613	5e-28	119
A_07_P004476	ECs0883	98.33	60	1	0	1	60	1795	1854	1e-25	111
A_07_P050652	ECs1805	100.00	60	0	0	1	60	379	438	2e-15	77.8
A_07_P053248	ECs3220	100.00	60	0	0	1	60	585	644	5e-28	119
A_07_P001704	ECs1478	100.00	56	0	0	5	60	496	551	1e-25	111
A_07_P037770	ECs5084	92.86	56	4	0	1	56	293	348	4e-16	79.8
A_07_P015366	ECs2810	98.33	60	1	0	1	60	930	989	1e-25	111
A_07_P063685	ECs4919	100.00	60	0	0	1	60	271	330	5e-28	119
A_07_P059748	ECs4188	100.00	60	0	0	1	60	110	169	5e-28	119
A_07_P043309	ECs3720	100.00	60	0	0	1	60	87	146	5e-28	119
A_07_P040830	ECs1496	98.33	60	1	0	1	60	1093	1152	1e-25	111
A_07_P003330	ECs2919	100.00	60	0	0	1	60	821	880	5e-28	119
A_07_P060633	ECs1511	100.00	60	0	0	1	60	488	547	5e-28	119
A_07_P047822	ECs2190	100.00	60	0	0	1	60	8	67	5e-28	119
A_07_P015616	ECs2494	100.00	60	0	0	1	60	1143	1202	5e-28	119
A_07_P040836	ECs1501	100.00	60	0	0	1	60	1000	1059	5e-28	119
A_07_P043165	ECs3609	100.00	60	0	0	1	60	765	824	5e-28	119
A_07_P057203	ECs1087	100.00	60	0	0	1	60	324	383	5e-28	119
A_07_P035364	ECs2614	98.33	60	1	0	1	60	160	219	1e-25	111
A_07_P020067	ECs4374	88.00	50	6	0	5	54	1180	1229	1e-07	52.0
A_07_P058519	ECs1891	100.00	60	0	0	1	60	174	233	5e-28	119
A_07_P051074	ECs1070	100.00	60	0	0	1	60	176	235	5e-28	119
A_07_P061252	ECs4959	100.00	60	0	0	1	60	161	220	5e-28	119
A_07_P050301	ECs1801	100.00	60	0	0	1	60	197	256	5e-28	119
A_07_P030741	ECs1376	88.68	53	6	0	1	53	461	409	2e-09	58.0
A_07_P034721	ECs1864	91.67	60	5	0	1	60	3013	3072	4e-16	79.8
A_07_P041430	ECs0132	98.33	60	1	0	1	60	98	157	1e-25	111
A_07_P052445	ECs2149	100.00	51	0	0	10	60	400	450	1e-22	101
A_07_P060194	ECs4501	100.00	60	0	0	1	60	1065	1124	5e-28	119
A_07_P014291	ECs1833	96.23	53	2	0	1	53	943	995	4e-19	89.7
A_07_P003947	lcl|NC_002128.1_gene_15	98.28	58	1	0	1	58	206	263	2e-24	107
A_07_P043712	ECs0374	100.00	60	0	0	1	60	902	961	5e-28	119
A_07_P049814	ECs4584	100.00	60	0	0	1	60	528	587	5e-28	119
A_07_P063562	ECs4362	100.00	60	0	0	1	60	1469	1528	5e-28	119
A_07_P039063	ECs4700	95.00	60	3	0	1	60	101	160	7e-21	95.6
A_07_P037239	ECs5299	100.00	60	0	0	1	60	907	966	5e-28	119
A_07_P008451	ECs0407	98.33	60	1	0	1	60	14	73	1e-25	111
A_07_P001235	ECs1155	98.33	60	1	0	1	60	434	493	1e-25	111
A_07_P018957	ECs4760	100.00	60	0	0	1	60	237	296	5e-28	119
A_07_P057849	ECs4823	100.00	60	0	0	1	60	1690	1749	5e-28	119
A_07_P016155	ECs2605	100.00	60	0	0	1	60	701	760	5e-28	119
A_07_P015704	ECs2511	100.00	60	0	0	1	60	895	954	5e-28	119
A_07_P056090	ECs3622	100.00	60	0	0	1	60	101	160	5e-28	119
A_07_P063733	ECs5187	100.00	60	0	0	1	60	584	643	5e-28	119
A_07_P041015	ECs2734	96.67	60	2	0	1	60	73	132	3e-23	103
A_07_P009162	ECs2020	100.00	60	0	0	1	60	523	582	5e-28	119
A_07_P006991	ECs1713	100.00	60	0	0	1	60	604	663	5e-28	119
A_07_P045464	ECs3029	100.00	60	0	0	1	60	237	296	5e-28	119
A_07_P021029	ECs0433	100.00	60	0	0	1	60	1051	1110	5e-28	119
A_07_P046832	ECs1337	100.00	60	0	0	1	60	224	283	5e-28	119
A_07_P056034	ECs3594	100.00	60	0	0	1	60	181	240	5e-28	119
A_07_P004185	ECs5289	93.33	60	3	1	1	60	217	275	4e-16	79.8
A_07_P019517	ECs4876	100.00	60	0	0	1	60	276	335	5e-28	119
A_07_P014315	ECs1838	100.00	60	0	0	1	60	509	568	5e-28	119
A_07_P058697	ECs1974	100.00	60	0	0	1	60	1305	1364	5e-28	119
A_07_P053190	ECs3189	100.00	60	0	0	1	60	644	703	5e-28	119
A_07_P061425	ECs4993	100.00	60	0	0	1	60	1583	1642	5e-28	119
A_07_P031949	ECs2802	96.67	60	2	0	1	60	230	171	3e-23	103
A_07_P030066	ECs3299	93.33	60	4	0	1	60	803	862	2e-18	87.7
A_07_P000491	ECs4035	96.67	60	2	0	1	60	97	156	3e-23	103
A_07_P000346	ECs4003	100.00	60	0	0	1	60	235	294	5e-28	119
A_07_P018534	ECs2403	96.67	60	2	0	1	60	817	876	3e-23	103
A_07_P046460	ECs0829	100.00	60	0	0	1	60	30	89	5e-28	119
A_07_P042748	ECs3243	100.00	60	0	0	1	60	1281	1340	5e-28	119
A_07_P041672	ECs3583	98.33	60	1	0	1	60	750	809	1e-25	111
A_07_P057876	ECs4847	100.00	60	0	0	1	60	46	105	5e-28	119
A_07_P007836	ECs0252	100.00	60	0	0	1	60	196	255	5e-28	119
A_07_P049591	ECs4508	100.00	60	0	0	1	60	381	440	5e-28	119
A_07_P020412	ECs2741	90.74	54	5	0	1	54	276	329	2e-12	67.9
A_07_P046298	ECs0756	100.00	60	0	0	1	60	402	461	5e-28	119
A_07_P053066	ECs3027	100.00	60	0	0	1	60	1127	1186	5e-28	119
A_07_P004881	ECs0972	100.00	60	0	0	1	60	1222	1281	5e-28	119
A_07_P001920	ECs3551	100.00	60	0	0	1	60	111	170	5e-28	119
A_07_P015156	ECs2698	100.00	60	0	0	1	60	220	279	5e-28	119
A_07_P044318	ECs2278	100.00	60	0	0	1	60	237	296	5e-28	119
A_07_P054800	ECs2276	100.00	60	0	0	1	60	412	471	5e-28	119
A_07_P006442	ECs3767	100.00	60	0	0	1	60	94	153	5e-28	119
A_07_P032591	ECs3630	91.67	60	5	0	1	60	519	578	4e-16	79.8
A_07_P039310	ECs4787	98.33	60	1	0	1	60	333	392	1e-25	111
A_07_P058732	ECs2242	100.00	60	0	0	1	60	124	183	5e-28	119
A_07_P047120	ECs4854	100.00	60	0	0	1	60	432	491	5e-28	119
A_07_P048424	ECs1932	100.00	60	0	0	1	60	23	82	5e-28	119
A_07_P014964	ECs2659	100.00	60	0	0	1	60	332	391	5e-28	119
A_07_P060563	ECs1409	100.00	60	0	0	1	60	708	767	5e-28	119
A_07_P062377	ECs1272	100.00	60	0	0	1	60	1404	1463	5e-28	119
A_07_P018730	ECs2442	100.00	60	0	0	1	60	288	347	5e-28	119
A_07_P056278	ECs3758	100.00	60	0	0	1	60	295	354	5e-28	119
A_07_P042612	ECs3196	100.00	60	0	0	1	60	1399	1458	5e-28	119
A_07_P034111	ECs4041	90.00	60	6	0	1	60	345	404	1e-13	71.9
A_07_P039518	ECs4884	96.55	58	2	0	3	60	1489	1546	5e-22	99.6
A_07_P016531	ECs0818	96.67	60	2	0	1	60	147	206	3e-23	103
A_07_P003636	ECs5195	100.00	60	0	0	1	60	164	223	5e-28	119
A_07_P055050	ECs2626	100.00	60	0	0	1	60	236	295	5e-28	119
A_07_P044951	ECs2795	100.00	60	0	0	1	60	827	886	5e-28	119
A_07_P040643	ECs1396	98.33	60	1	0	1	60	2104	2163	1e-25	111
A_07_P042860	ECs3382	100.00	60	0	0	1	60	762	821	5e-28	119
A_07_P034971	ECs2098	100.00	60	0	0	1	60	1133	1192	5e-28	119
A_07_P043565	ECs0311	100.00	60	0	0	1	60	793	852	5e-28	119
A_07_P009802	ECs0685	100.00	60	0	0	1	60	200	259	5e-28	119
A_07_P044115	ECs1850	100.00	60	0	0	1	60	455	514	5e-28	119
A_07_P063575	ECs4418	100.00	60	0	0	1	60	1593	1652	5e-28	119
A_07_P047913	ECs2730	100.00	60	0	0	1	60	26	85	5e-28	119
A_07_P017141	ECs4515	100.00	60	0	0	1	60	354	413	5e-28	119
A_07_P048849	etpO	100.00	60	0	0	1	60	329	388	5e-28	119
A_07_P002417	ECs3654	98.33	60	1	0	1	60	708	767	1e-25	111
A_07_P048689	repA	100.00	60	0	0	1	60	387	446	5e-28	119
A_07_P044503	ECs2521	100.00	60	0	0	1	60	903	962	5e-28	119
A_07_P052313	ECs4931	100.00	60	0	0	1	60	841	900	5e-28	119
A_07_P049787	ECs4579	100.00	60	0	0	1	60	319	378	5e-28	119
A_07_P056901	ECs0847	100.00	60	0	0	1	60	934	993	5e-28	119
A_07_P012295	ECs3920	96.67	60	2	0	1	60	51	110	3e-23	103
A_07_P059744	ECs4187	100.00	60	0	0	1	60	120	179	5e-28	119
A_07_P001907	ECs3549	100.00	60	0	0	1	60	189	248	5e-28	119
A_07_P021451	ECs0522	100.00	60	0	0	1	60	21	80	5e-28	119
A_07_P006052	ECs3671	100.00	60	0	0	1	60	58	117	5e-28	119
A_07_P008155	ECs0322	100.00	60	0	0	1	60	77	136	5e-28	119
A_07_P048884	lcl|NC_002128.1_gene_23	100.00	60	0	0	1	60	172	231	5e-28	119
A_07_P011526	ECs5138	96.67	60	2	0	1	60	2733	2792	3e-23	103
A_07_P021173	ECs0465	100.00	60	0	0	1	60	475	534	5e-28	119
A_07_P016442	ECs0593	100.00	60	0	0	1	60	503	562	5e-28	119
A_07_P060126	ECs4458	100.00	60	0	0	1	60	762	821	5e-28	119
A_07_P047038	ECs4803	100.00	60	0	0	1	60	1017	1076	5e-28	119
A_07_P021309	ECs0493	100.00	56	0	0	5	60	2204	2259	1e-25	111
A_07_P051870	ECs0127	100.00	60	0	0	1	60	1407	1466	5e-28	119
A_07_P016225	ECs0545	100.00	60	0	0	1	60	12	71	5e-28	119
A_07_P037396	ECs4896	98.33	60	1	0	1	60	943	1002	1e-25	111
A_07_P052949	ECs2992	100.00	60	0	0	1	60	422	481	5e-28	119
A_07_P005596	ECs4677	100.00	60	0	0	1	60	406	465	5e-28	119
A_07_P016479	ECs1174	100.00	59	0	0	1	59	633	575	2e-27	117
A_07_P058472	ECs1839	100.00	60	0	0	1	60	492	551	5e-28	119
A_07_P057546	ECs4586	100.00	60	0	0	1	60	145	204	5e-28	119
A_07_P046408	ECs3503	100.00	60	0	0	1	60	196	255	5e-28	119
A_07_P054316	ECs2113	100.00	60	0	0	1	60	433	492	5e-28	119
A_07_P031097	ECs0444	98.33	60	1	0	1	60	536	595	1e-25	111
A_07_P041771	ECs4008	98.33	60	1	0	1	60	371	430	1e-25	111
A_07_P006875	ECs1679	98.33	60	1	0	1	60	1117	1176	1e-25	111
A_07_P009650	ECs0655	96.67	60	2	0	1	60	325	384	3e-23	103
A_07_P040267	ECs4339	98.33	60	1	0	1	60	234	293	1e-25	111
A_07_P033827	ECs0986	100.00	60	0	0	1	60	114	55	5e-28	119
A_07_P031170	ECs0498	95.00	60	3	0	1	60	519	578	7e-21	95.6
A_07_P047694	ECs2229	100.00	60	0	0	1	60	224	283	5e-28	119
A_07_P055643	ECs2849	100.00	60	0	0	1	60	461	520	5e-28	119
A_07_P055976	ECs3534	100.00	60	0	0	1	60	764	823	5e-28	119
A_07_P049983	ECs5549	100.00	60	0	0	1	60	108	167	5e-28	119
A_07_P042792	ECs3276	100.00	60	0	0	1	60	599	658	5e-28	119
A_07_P015556	ECs2853	98.33	60	1	0	1	60	740	799	1e-25	111
A_07_P043691	ECs0367	100.00	60	0	0	1	60	145	204	5e-28	119
A_07_P002451	ECs0100	100.00	60	0	0	1	60	724	783	5e-28	119
A_07_P030582	ECs3552	100.00	60	0	0	1	60	220	279	5e-28	119
A_07_P048471	ECs1898	100.00	60	0	0	1	60	778	837	5e-28	119
A_07_P053234	ECs3217	100.00	60	0	0	1	60	487	546	5e-28	119
A_07_P054872	ECs2319	100.00	60	0	0	1	60	952	1011	5e-28	119
A_07_P043359	ECs0237	100.00	60	0	0	1	60	4080	4139	5e-28	119
A_07_P014664	ECs1921	98.25	57	1	0	1	57	1326	1382	7e-24	105
A_07_P035628	ECs0007	96.67	60	2	0	1	60	1228	1287	3e-23	103
A_07_P061844	ECs5310	100.00	60	0	0	1	60	1024	1083	5e-28	119
A_07_P006207	ECs3702	100.00	60	0	0	1	60	1171	1230	5e-28	119
A_07_P030141	ECs3366	100.00	60	0	0	1	60	90	31	5e-28	119
A_07_P010924	ECs0050	100.00	60	0	0	1	60	1315	1374	5e-28	119
A_07_P048825	etpJ	100.00	60	0	0	1	60	331	390	5e-28	119
A_07_P018667	ECs2430	100.00	60	0	0	1	60	168	227	5e-28	119
A_07_P018523	ECs2401	100.00	60	0	0	1	60	1460	1519	5e-28	119
A_07_P035132	ECs2350	95.00	60	3	0	1	60	100	159	7e-21	95.6
A_07_P035130	ECs2349	98.33	60	1	0	1	60	215	274	1e-25	111
A_07_P061075	ECs1620	100.00	60	0	0	1	60	387	446	5e-28	119
A_07_P050504	ECs1611	100.00	60	0	0	1	60	66	125	5e-28	119
A_07_P016807	ECs0649	100.00	60	0	0	1	60	8	67	5e-28	119
A_07_P017030	ECs4495	98.33	60	1	0	1	60	1132	1191	1e-25	111
A_07_P037306	ECs5317	91.67	60	5	0	1	60	627	686	4e-16	79.8
A_07_P038465	ECs1187	93.22	59	4	0	1	59	191	249	7e-18	85.7
A_07_P001526	ECs1443	100.00	60	0	0	1	60	801	860	5e-28	119
A_07_P011845	ECs3816	100.00	60	0	0	1	60	56	115	5e-28	119
A_07_P062668	ECs1335	100.00	60	0	0	1	60	143	202	5e-28	119
A_07_P059629	ECs0234	100.00	60	0	0	1	60	323	382	5e-28	119
A_07_P049319	ECs0225	100.00	60	0	0	1	60	850	909	5e-28	119
A_07_P000827	ECs3097	100.00	60	0	0	1	60	95	154	5e-28	119
A_07_P045866	ECs3944	100.00	60	0	0	1	60	150	209	5e-28	119
A_07_P019291	ECs4830	98.28	58	1	0	3	60	538	595	2e-24	107
A_07_P056440	ECs3859	100.00	60	0	0	1	60	648	707	5e-28	119
